,Review_text,Noun_Phrases
6603,"Excellent
The Real premium phone
Jai Shankar mahadev 👌👍🙏","['Excellent', 'The Real premium phone', 'Jai Shankar mahadev', '👌', '👍🙏']"
6604,Just to good. Sound quality would have been a little bit more.,['Sound quality']
6605,"Using 8/128gb variant for 3 months now and all i can say is it's worth the price.
I'm totally enjoying everybit of the current flagship of oneplus :)","['8/128gb variant', '3 months', 'i', 'it', 'I', 'everybit', 'the current flagship', 'oneplus']"
6606,Nice mobile,['Nice mobile']
6607,Love,['Love']
6608,Very good,[]
6609,Best phone to buy and use,['Best phone']
6610,Picture quality is mind blowing,"['Picture quality', 'mind']"
6611,Very good product.,['Very good product']
6612,Overall ok,[]
6613,Great phone,['Great phone']
6614,Good picture quality good sound quality and good battery life,['Good picture quality good sound quality and good battery life']
6615,Good,[]
6616,"Finally after oneplus 2 this is my 2nd oneplus device i didn't had the good time handing oneplus 2 because of the infamous sd 810 but this is truly a beast it serves everything it's made for. Lately I was using lg g6 and nokia 8 and these are my thoughts after using it for 5 days.
DESIGN
It's the best looking smartphone in this range the premium finishing and glass back makes it really eye catching but the metal part looks fragile at the same time the color looks to be easily scratchable.
DISPLAY
It has one of the best 1080p AMOLED panel colors are crisp and vibrant but i miss the sharpness of ips displays
BATTERY
I am easily getting 6 hours of SOT but i am not a hardcore user  standby time and everything is at top and not to forget dash charger this thing is special
CAMERA
Pictures qualities are good they have depths in it as far my usage it gets the job done
SOFTWARE
I was really excited about that part of this phone because of its closeness to stock Android and  it's smooth buttery smooth but have some bugs in pie i can see lags and stutter time to time. Gestures are not optimised completely and it's just doesn't feel original like i was using in nokia 8 which is android one device.
PERFORMANCE
6gb ram and sd845 nothing to say anything here.
My final thoughts
I got this Device for 27000rs and it's the best you can get for this price as far as i can tell a premium design amoled display and top notch performance but i wouldn't have bought it for 35000rs it doesn't justify 35000 imo display could be better build quality could have been better i know software bugs would be iron out with time. Lg g7 would be the best choice if you are going to spend this much of money","['oneplus', 'my 2nd oneplus device', 'i', 'the good time', 'oneplus', 'the infamous sd', 'a beast', 'it', 'everything', 'it', 'I', 'lg g6', 'nokia', 'my thoughts', 'it', '5 days', 'DESIGN', 'It', 'the best looking smartphone', 'this range', 'the premium', 'it', 'the metal part', 'the same time', 'the color', 'DISPLAY', 'It', 'the best 1080p AMOLED panel colors', 'i', 'the sharpness', 'ips displays', 'BATTERY', 'I', '6 hours', 'SOT', 'i', 'a hardcore user', 'standby time', 'everything', 'top', 'dash charger', 'this thing', 'special\nCAMERA\nPictures qualities', 'they', 'depths', 'it', 'my usage', 'it', 'the job', 'SOFTWARE', 'I', 'that part', 'this phone', 'its closeness', 'Android', 'it', 'some bugs', 'pie', 'i', 'lags', 'stutter time', 'time', 'Gestures', 'it', 'i', 'nokia', 'one device', 'PERFORMANCE', 'nothing', 'anything', 'My final thoughts', 'I', 'this Device', 'it', 'you', 'this price', 'i', 'a premium design amoled display', 'top notch performance', 'i', 'it', 'it', 'display', 'better build quality', 'i', 'software bugs', 'time', 'Lg g7', 'the best choice', 'you', 'money']"
6617,"I will come to technical review ..
1. Awesome package of performance and quality.
2. Battery charging is like fast as flash
3. Little more battery.. would be make it a "" char Chand lag jaye"".","['I', 'technical review', 'Awesome package', 'performance', 'quality', 'Battery charging', 'flash', 'it']"
6618,The product is good and I'm  satisfied with it but I did'nt  got handset in the box. every thing eles is good,"['The product', 'I', 'it', 'I', 'the box']"
6619,Battery drain issue. Camera has pixel issues.  Photos come blur. Software and touch feedback issue as well. Amazon support is too lazy this time. I have initiated a refund request but they are saying they will provide only replacement for this time. Still no updates from Amazon support.,"['Battery drain issue', 'Camera', 'pixel issues', 'Photos', 'Software and touch feedback issue', 'Amazon support', 'I', 'a refund request', 'they', 'they', 'only replacement', 'this time', 'Still no updates', 'Amazon support']"
6620,Nice,[]
6621,Wonderful Phone,['Wonderful Phone']
6622,Overall good phone for use. Speed is excellent for multitasking purpose work.,"['Overall good phone', 'use', 'Speed', 'purpose work']"
6623,Good product,['Good product']
6624,Overall good though it has issues,"['it', 'issues']"
6625,Success phone,['Success phone']
6626,"camera quality is awesome  , i get wht i want , and overall phone is awesome , i love it","['camera quality', 'i', 'wht', 'i', 'overall phone', 'i', 'it']"
6627,"It has been 3 months I have been using this mobile. Picture Quality is Good, Battery runs for the entire day with heavy use too. Dash charging is Superb. I will rate it as the best mobile for the price. No heating and hanging till now.","['It', 'I', 'this mobile', 'Picture Quality', 'Battery', 'the entire day', 'heavy use', 'Dash charging', 'I', 'it', 'the best mobile', 'the price', 'No heating']"
6628,Nice product with unsure able price,"['Nice product', 'unsure able price']"
6629,Good,[]
6630,Beast,['Beast']
6631,Oneplus 6 is the best phone in this budget,"['Oneplus', 'the best phone', 'this budget']"
6632,Best design.... Superfast processer...,"['Best design', 'Superfast processer']"
6633,Awesome phone,['Awesome phone']
6634,The Best Beast that you can have to perform any task..!! Thanks One Plus 💝..!!,"['The Best Beast', 'you', 'any task', 'Thanks']"
6635,Using it since last six month I don't have any issue with this mobile it's really,"['it', 'last six month', 'I', 'any issue', 'this mobile', 'it']"
6636,Really it's very very good,['it']
6637,Picture and sound quality are good.,"['Picture', 'sound quality']"
6638,Battery,['Battery']
6639,"Loved it..!! Camera is awesome..phone is really fast, looks are also good, display and battery life is also really good👍","['it', 'Camera', 'phone', 'looks']"
6640,Awesome,[]
6641,I love it,"['I', 'it']"
6642,Speed is awesome,['Speed']
6643,Its a nice phone.,['Its a nice phone']
6644,Top of all smartphones,['all smartphones']
6645,Good,[]
6646,"amazing phone it is and having all latest features.
Amazon is best !!!","['amazing phone', 'it', 'all latest features', 'Amazon']"
6647,"overall good product but after using it for around 5 month... battery life is not as good as expected also, but and due to single. speaker sound is also not that good... but it good phone to be called premium for but you can also go for poco f1 it's very competitive and 20 k cheap..","['overall good product', 'it', 'around 5 month', 'battery life', 'speaker sound', 'it', 'you', 'f1', 'it']"
6648,Better Than the Expectations... Good Product Value for Money..,"['the Expectations', 'Good Product Value', 'Money']"
6649,"Awesome phone with good features , every features are good","['good features', 'every features']"
6650,"What a beautiful beast..
If you don't have it,you are missing on something truly brilliant.
love my one plus 6.
Camera needs to be a little better under artificial light. But in sunlight the picture quality is just mind blowing.
This phone is insanely fast too.
I was confused between Asus Zenfone 5z and this . But the Puja offer on OP6 was too good to let go.","['What a beautiful beast', 'you', 'it', 'you', 'something', 'my one', 'Camera', 'artificial light', 'sunlight', 'the picture quality', 'This phone', 'I', 'Asus Zenfone 5z', 'the Puja offer', 'OP6']"
6651,Awesome handset,['Awesome handset']
6652,Super,[]
6653,Best phone i ever had. Batteru life is somewhat okay and sound quality espiically feom headphone is average....but except that its the best phone anyone can buy in budget range...,"['Best phone', 'i', 'Batteru life', 'sound quality', 'headphone', 'except that its the best phone', 'anyone', 'budget range']"
6654,Nice camera. Picture quality is nice. Better than 5T. Sound is awsome. Batter is nice. Thank you Amazon.,"['Nice camera', 'Picture quality', 'Sound', 'Batter', 'you']"
6655,All are excellent.,[]
6656,Good phone very happy to buy it,"['Good phone', 'it']"
6657,"Superb phone received.Very good & prompt service of Amazon.Fully satisfied with the "" One plus 6"" mobile.","['Superb phone', 'Very good & prompt service', 'Amazon', 'the "" One plus 6"" mobile']"
6658,😍🥰,[]
6659,"Excellent mobile,great speed,Superb Performance","['Excellent mobile,great speed', 'Superb Performance']"
6660,Speedy,[]
6661,The battery life should be increased little bit more and dual speakers are much effective than the single speaker,"['The battery life', 'dual speakers', 'the single speaker']"
6662,Best phone created here.,['Best phone']
6663,Excellent phone......,['Excellent phone']
6664,"mobile net and even Wifi is not working.Did all the settings, wiping cache but nothing is working.Worst experience","['mobile net', 'even Wifi', 'all the settings', 'cache', 'nothing', 'Worst experience']"
6665,"I had purchased midnight black and my device is handheld by myself only but after few days i saw that color from volume key is getting removed even while my product is being protacted by cover from the 1st day itself and 2nd reason was after spending more money didnt got any free screen replacement option.phone is good to use,smooth
camera 3.5*
Screen quality 4*
Speaker volume 2.5* they could have added dual speakers or increased the volume level.
Vibration sensitivity 2.5*
 earphones volume clarity 4*
Software 4*
Charging 5*","['I', 'midnight black', 'my device', 'myself', 'few days', 'i', 'that color', 'volume key', 'my product', 'cover', 'the 1st day', 'itself', '2nd reason', 'more money', 'any free screen replacement', 'Screen quality', '*\nSpeaker volume', 'they', 'dual speakers', 'the volume level', 'Vibration sensitivity', '*\n earphones', 'volume clarity', '*\nSoftware', '*\nCharging']"
6666,"Its the 2nd phone i bought from Amazon. While comparing both the handset i found that it is more heavy than other one. I compared it with several oneplus 6 device and found the same.
I am not getting any solution from technical team. Request you to check and provide the solution.","['i', 'Amazon', 'both the handset', 'i', 'it', 'I', 'it', 'several oneplus 6 device', 'I', 'any solution', 'technical team', 'you', 'the solution']"
